ordernumber,quantityordered,priceeach,orderlinenumber,sales,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,order_date
10135,24,75.01,8,1800.24,Shipped,3,7,2003,Classic Cars,79,S12_3990,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,7/2/2003
10147,21,63.84,8,1340.64,Shipped,3,9,2003,Classic Cars,79,S12_3990,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Small,9/5/2003
10159,24,73.42,3,1762.08,Shipped,4,10,2003,Classic Cars,79,S12_3990,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Small,10/10/2003
10169,36,63.84,3,2298.24,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11/4/2003
10181,20,81.4,15,1628,Shipped,4,11,2003,Classic Cars,79,S12_3990,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Not Provided,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Small,11/12/2003
10191,30,64.64,4,1939.2,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Small,11/20/2003
10203,44,82.99,9,3651.56,Shipped,4,12,2003,Classic Cars,79,S12_3990,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,12/2/2003
10211,28,92.57,3,2591.96,Shipped,1,1,2004,Classic Cars,79,S12_3990,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Not Provided,Paris,CA,75016,France,EMEA,Perrier,Dominique,Small,1/15/2004
10225,37,77.41,10,2864.17,Shipped,1,2,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small,2/22/2004
10238,20,74.21,4,1484.2,Shipped,2,4,2004,Classic Cars,79,S12_3990,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,CA,1734,Denmark,EMEA,Petersen,Jytte,Small,4/9/2004
10253,25,90.17,14,2254.25,Cancelled,2,6,2004,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Not Provided,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,6/1/2004
10266,35,76.61,15,2681.35,Shipped,3,7,2004,Classic Cars,79,S12_3990,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Not Provided,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Small,7/6/2004
10276,38,83.79,4,3184.02,Shipped,3,8,2004,Classic Cars,79,S12_3990,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Barajas,Miguel,Medium,8/2/2004
10287,41,69.43,13,2846.63,Shipped,3,8,2004,Classic Cars,79,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small,8/30/2004
10300,22,76.61,6,1685.42,Shipped,4,10,2003,Classic Cars,79,S12_3990,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Not Provided,Frankfurt,CA,60528,Germany,EMEA,Keitel,Roland,Small,10/4/2003
10310,49,81.4,11,3988.6,Shipped,4,10,2004,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10/16/2004
10320,38,73.42,4,2789.96,Shipped,4,11,2004,Classic Cars,79,S12_3990,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÂ„gen  8,Not Provided,Lule,CA,S-958 22,Sweden,EMEA,Berglund,Christina,Small,11/3/2004
10329,33,100,14,3607.56,Shipped,4,11,2004,Classic Cars,79,S12_3990,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Not Provided,NYC,NY,10022,USA,Unknown,Yu,Kwai,Medium,11/15/2004
10341,36,93.56,10,3368.16,Shipped,4,11,2004,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,11/24/2004
10363,34,81.62,5,2775.08,Shipped,1,1,2005,Classic Cars,79,S12_3990,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Not Provided,Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1/6/2005
10377,24,67.83,5,1627.92,Shipped,1,2,2005,Classic Cars,79,S12_3990,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Not Provided,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Small,2/9/2005
10389,36,70.26,7,2529.36,Shipped,1,3,2005,Classic Cars,79,S12_3990,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Small,3/3/2005
10419,34,90.17,14,3065.78,Shipped,2,5,2005,Classic Cars,79,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,5/17/2005
10104,41,100,9,4615.78,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,1/31/2003
10115,46,100,5,5723.78,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Unknown,Hernandez,Maria,Medium,4/4/2003
10127,24,100,11,2559.6,Shipped,2,6,2003,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Small,6/3/2003
10141,21,100,5,2140.11,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Not Provided,Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,8/1/2003
10151,24,100,3,3327.6,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Not Provided,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,9/21/2003
10165,48,100,12,6825.6,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,10/22/2003
10175,26,100,1,3543.28,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Not Provided,London,CA,WX3 6FW,UK,EMEA,Brown,Ann,Medium,11/6/2003
10184,37,100,6,4516.22,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Not Provided,Sevilla,CA,41101,Spain,EMEA,Roel,Jose Pedro,Medium,11/14/2003
10195,49,100,6,6445.46,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,Not Provided,White Plains,NY,24067,USA,Unknown,Frick,Steve,Medium,11/25/2003
10207,34,99.54,7,3384.36,Shipped,4,12,2003,Trucks and Buses,118,S12_4473,Diecast Collectables,6175552555,6251 Ingle Ln.,Not Provided,Boston,MA,51003,USA,Unknown,Franco,Valarie,Medium,12/9/2003
10219,48,100,2,4891.68,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Not Provided,Brisbane,CA,94217,USA,Unknown,Taylor,Sue,Medium,2/10/2004
10229,36,100,1,4521.96,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/11/2004
10246,46,100,5,5069.66,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,5/5/2004
10259,46,100,4,6541.2,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Medium,6/15/2004
10271,31,97.17,5,3012.27,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,7/20/2004
10281,41,100,1,5247.18,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,2155551555,7586 Pompton St.,Not Provided,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Medium,8/19/2004
10292,21,100,8,2214.87,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Not Provided,NYC,NY,10022,USA,Unknown,Yu,Kwai,Small,9/8/2004
10305,38,100,5,4773.18,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Not Provided,Cambridge,MA,51247,USA,Unknown,Hernandez,Marta,Medium,10/13/2004
10314,45,100,14,6185.7,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Heintze Collectables,86 21 3555,Smagsloget 45,Not Provided,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Medium,10/22/2004
10324,26,58.38,7,1517.88,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Frick,Michael,Small,11/5/2004
10336,38,100,3,6372.6,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Not Provided,Paris,CA,75012,France,EMEA,Bertrand,Marie,Medium,11/20/2004
10349,48,100,9,5232.96,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Medium,12/1/2004
10358,42,64.16,9,2694.72,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small,12/10/2004
10371,49,35.71,4,1749.79,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,1/23/2005
10382,32,66.58,13,2130.56,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,2/17/2005
10412,54,100,5,5951.34,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,5/3/2005
10425,33,100,4,4692.6,In Process,2,5,2005,Trucks and Buses,118,S12_4473,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Not Provided,Nantes,CA,44000,France,EMEA,Labrune,Janine,Medium,5/31/2005
10108,36,100,3,3731.04,Shipped,1,3,2003,Classic Cars,115,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,CA,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3/3/2003
10122,20,100,7,2142,Shipped,2,5,2003,Classic Cars,115,S12_4675,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Not Provided,Marseille,CA,13008,France,EMEA,Lebihan,Laurence,Small,5/8/2003
10135,29,97.89,4,2838.81,Shipped,3,7,2003,Classic Cars,115,S12_4675,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,7/2/2003
10147,33,97.89,4,3230.37,Shipped,3,9,2003,Classic Cars,115,S12_4675,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Medium,9/5/2003
10160,50,100,5,5182,Shipped,4,10,2003,Classic Cars,115,S12_4675,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Not Provided,Los Angeles,CA,,USA,Unknown,Chandler,Michael,Medium,10/11/2003
10170,41,100,3,4391.1,Shipped,4,11,2003,Classic Cars,115,S12_4675,Mini Auto Werke,7675-3555,Kirchgasse 6,Not Provided,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium,11/4/2003
10181,36,100,11,4477.32,Shipped,4,11,2003,Classic Cars,115,S12_4675,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Not Provided,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,11/12/2003
10192,27,100,16,3544.56,Shipped,4,11,2003,Classic Cars,115,S12_4675,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Not Provided,Nashua,NH,62005,USA,Unknown,Young,Valarie,Medium,11/20/2003
10203,47,100,5,5195.85,Shipped,4,12,2003,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,12/2/2003
10212,33,100,15,4180.44,Shipped,1,1,2004,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,1/16/2004
10225,21,100,6,2684.43,Shipped,1,2,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small,2/22/2004
10239,21,93.28,5,1958.88,Shipped,2,4,2004,Classic Cars,115,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Not Provided,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Small,4/12/2004
10253,41,100,10,4910.57,Cancelled,2,6,2004,Classic Cars,115,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Not Provided,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,6/1/2004
10266,40,100,11,4468.4,Shipped,3,7,2004,Classic Cars,115,S12_4675,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Not Provided,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Medium,7/6/2004
10277,28,100,1,3127.88,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,8/4/2004
10287,23,100,9,2675.13,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small,8/30/2004
10300,23,100,2,2807.61,Shipped,4,10,2003,Classic Cars,115,S12_4675,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Not Provided,Frankfurt,CA,60528,Germany,EMEA,Keitel,Roland,Small,10/4/2003
10310,25,100,7,2504.75,Shipped,4,10,2004,Classic Cars,115,S12_4675,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Small,10/16/2004
10321,24,100,15,2984.88,Shipped,4,11,2004,Classic Cars,115,S12_4675,FunGiftIdeas.com,5085552555,1785 First Street,Not Provided,New Bedford,MA,50553,USA,Unknown,Benitez,Violeta,Small,11/4/2004
10329,39,64.74,15,2524.86,Shipped,4,11,2004,Classic Cars,115,S12_4675,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Not Provided,NYC,NY,10022,USA,Unknown,Yu,Kwai,Small,11/15/2004
10341,55,75.2,7,4136,Shipped,4,11,2004,Classic Cars,115,S12_4675,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,11/24/2004
10363,46,88.45,6,4068.7,Shipped,1,1,2005,Classic Cars,115,S12_4675,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Not Provided,Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,1/6/2005
10377,50,100,1,5182,Shipped,1,2,2005,Classic Cars,115,S12_4675,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Not Provided,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Medium,2/9/2005
10389,47,100,8,5243.79,Shipped,1,3,2005,Classic Cars,115,S12_4675,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,3/3/2005
10405,97,93.28,5,9048.16,Shipped,2,4,2005,Classic Cars,115,S12_4675,Mini Caravy,88.60.1555,"24, place Kluber",Not Provided,Strasbourg,CA,67000,France,EMEA,Citeaux,Frederique,Large,4/14/2005
10419,32,100,10,3832.64,Shipped,2,5,2005,Classic Cars,115,S12_4675,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,5/17/2005
10103,35,100,10,3920,Shipped,1,1,2003,Trucks and Buses,116,S18_1097,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,1/29/2003
10113,49,100,4,4916.66,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/26/2003
10126,38,100,10,3857,Shipped,2,5,2003,Trucks and Buses,116,S18_1097,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Not Provided,Madrid,CA,28023,Spain,EMEA,Sommer,MartÂ¡n,Medium,5/28/2003
10140,32,100,10,4181.44,Shipped,3,7,2003,Trucks and Buses,116,S18_1097,Technics Stores Inc.,6505556809,9408 Furth Circle,Not Provided,Burlingame,CA,94217,USA,Unknown,Hirano,Juri,Medium,7/24/2003
10150,34,100,7,4641,Shipped,3,9,2003,Trucks and Buses,116,S18_1097,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,9/19/2003
10164,36,99.17,8,3570.12,Resolved,4,10,2003,Trucks and Buses,116,S18_1097,Mini Auto Werke,7675-3555,Kirchgasse 6,Not Provided,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium,10/21/2003
10174,48,93.34,3,4480.32,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Not Provided,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,11/6/2003
10183,21,96.84,7,2033.64,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",2155554695,782 First Street,Not Provided,Philadelphia,PA,71270,USA,Unknown,Cervantes,Francisca,Small,11/13/2003
10194,21,93.34,10,1960.14,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Not Provided,Lyon,CA,69004,France,EMEA,Saveley,Mary,Small,11/25/2003
10206,34,100,5,3966.78,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Not Provided,Vancouver,BC,V3F 2K1,Canada,Unknown,Tannamuri,Yoshi,Medium,12/5/2003
10215,46,100,2,5152,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,Not Provided,Burbank,CA,94019,USA,Unknown,Thompson,Steve,Medium,1/29/2004
10228,32,100,1,3360,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Not Provided,Cambridge,MA,51247,USA,Unknown,Tseng,Kyung,Medium,3/10/2004
10245,29,100,8,3451,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,Super Scale Inc.,2035559545,567 North Pendale Street,Not Provided,New Haven,CT,97823,USA,Unknown,Murphy,Leslie,Medium,5/4/2004
10258,41,100,5,5453,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Not Provided,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,6/15/2004
10270,43,96.84,8,4164.12,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,7/19/2004
10280,24,100,1,2800.08,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Not Provided,Torino,CA,10100,Italy,EMEA,Accorti,Paolo,Small,8/17/2004
10291,41,100,10,4687.94,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,9/8/2004
10304,46,98,5,4508,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Not Provided,Versailles,CA,78000,France,EMEA,Tonini,Daniel,Medium,10/11/2004
10312,32,100,2,4181.44,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,10/21/2004
10322,22,100,10,2251.04,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Not Provided,Nashua,NH,62005,USA,Unknown,Young,Valarie,Small,11/4/2004
10333,29,40.25,7,1167.25,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,6505555787,5557 North Pendale Street,Not Provided,San Francisco,CA,,USA,Unknown,Murphy,Julie,Small,11/18/2004
10347,42,49.6,5,2083.2,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,11/29/2004
10357,39,98,1,3822,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,12/10/2004
10370,27,100,1,3911.49,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,1/20/2005
10381,48,98,2,4704,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Medium,2/17/2005
10391,29,85.1,10,2467.9,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,3/9/2005
10411,27,100,8,3213,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Not Provided,Montreal,Quebec,H1J 1C3,Canada,Unknown,Fresnisre,Jean,Medium,5/1/2005
10424,54,100,5,7182,In Process,2,5,2005,Trucks and Buses,116,S18_1097,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Large,5/31/2005
10109,26,100,4,4379.18,Shipped,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Not Provided,Philadelphia,PA,71270,USA,Unknown,Hernandez,Rosa,Medium,3/10/2003
10122,34,100,2,5004.8,Shipped,2,5,2003,Classic Cars,141,S18_1129,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Not Provided,Marseille,CA,13008,France,EMEA,Lebihan,Laurence,Medium,5/8/2003
10136,25,100,2,3644.75,Shipped,3,7,2003,Classic Cars,141,S18_1129,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Not Provided,Toulouse,CA,31000,France,EMEA,Roulet,Annette,Medium,7/4/2003
10148,23,100,13,2702.04,Shipped,3,9,2003,Classic Cars,141,S18_1129,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,9/11/2003
10161,28,100,12,3764.88,Shipped,4,10,2003,Classic Cars,141,S18_1129,Heintze Collectables,86 21 3555,Smagsloget 45,Not Provided,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Medium,10/17/2003
10171,35,100,2,4508,Shipped,4,11,2003,Classic Cars,141,S18_1129,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Not Provided,Montreal,Quebec,H1J 1C3,Canada,Unknown,Fresnisre,Jean,Medium,11/5/2003
10181,44,100,6,5418.16,Shipped,4,11,2003,Classic Cars,141,S18_1129,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Not Provided,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,11/12/2003
10192,22,100,11,3300.66,Shipped,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Not Provided,Nashua,NH,62005,USA,Unknown,Young,Valarie,Medium,11/20/2003
10204,42,100,17,6182.4,Shipped,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Medium,12/2/2003
10212,29,100,10,4186.73,Shipped,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,1/16/2004
